feature_index,feature_id,feature_name,feature_type,total_signal,mean_signal_per_cell,positive_cells,positive_fraction
0,ENSG00000121270,ABCC11,Gene Expression,823.0,0.001767862282883742,783,0.0016819394501797935
1,ENSG00000130234,ACE2,Gene Expression,5589.0,0.012005567799559216,3951,0.008487027800332522
2,ENSG00000213088,ACKR1,Gene Expression,28634.0,0.0615078597911216,16326,0.035069404168116616
3,ENSG00000107796,ACTA2,Gene Expression,604222.0,1.2979116455511306,182778,0.39262008789905783
4,ENSG00000163017,ACTG2,Gene Expression,172347.0,0.37021356120068566,93208,0.200217384766741
5,ENSG00000042980,ADAM28,Gene Expression,95362.0,0.20484432930784863,60631,0.13023968174182765
6,ENSG00000154734,ADAMTS1,Gene Expression,367776.0,0.7900088930131849,105603,0.22684272255087706
7,ENSG00000174837,ADGRE1,Gene Expression,20217.0,0.043427547719393216,15163,0.03257119780724931
8,ENSG00000162618,ADGRL4,Gene Expression,145577.0,0.3127097054135681,60958,0.13094210089918246
9,ENSG00000248144,ADH1C,Gene Expression,6069.0,0.013036641792006599,4686,0.010065859851267577
10,ENSG00000198099,ADH4,Gene Expression,2777.0,0.005965192660471631,2433,0.005226256299217673
11,ENSG00000181092,ADIPOQ,Gene Expression,3526.0,0.0075740977028530675,2931,0.0062959955663818325
12,ENSG00000204305,AGER,Gene Expression,5955.0,0.012791761718800346,4771,0.010248445870763467
13,ENSG00000173467,AGR3,Gene Expression,2779.0,0.005969488802106828,2363,0.0050758913419857625
14,ENSG00000169877,AHSP,Gene Expression,3364.0,0.007226110230402076,2842,0.006104817263615547
15,ENSG00000204472,AIF1,Gene Expression,290435.0,0.6238749479092827,151294,0.3249902262777799
16,ENSG00000158578,ALAS2,Gene Expression,2732.0,0.005868529473679688,2285,0.0049083418182130625
17,ENSG00000184254,ALDH1A3,Gene Expression,41634.0,0.08943278041990488,27296,0.05863374103717452
18,ENSG00000243480,AMY2A,Gene Expression,14111.0,0.03031142730713546,11377,0.024438601691820577
19,ENSG00000091879,ANGPT2,Gene Expression,59163.0,0.12708631378159274,32805,0.07046746317132584
20,ENSG00000166825,ANPEP,Gene Expression,97188.0,0.20876670662078387,46407,0.09968552243230355
21,ENSG00000154856,APCDD1,Gene Expression,27081.0,0.05817190581139079,19291,0.0414384341422968
22,ENSG00000110243,APOA5,Gene Expression,6175.0,0.013264337298672062,5043,0.010832721133150317
23,ENSG00000128383,APOBEC3A,Gene Expression,21735.0,0.04668831922050806,16084,0.03454957103025773
24,ENSG00000178878,APOLD1,Gene Expression,166786.0,0.3582681393840192,76166,0.1636099618932237
25,ENSG00000167580,AQP2,Gene Expression,2091.0,0.004491616079598912,1720,0.0036946818062697892
26,ENSG00000165272,AQP3,Gene Expression,3690.0,0.007926381316939258,3152,0.006770719217071148
27,ENSG00000103375,AQP8,Gene Expression,4810.0,0.010332220632649818,3945,0.00847413937542693
28,ENSG00000103569,AQP9,Gene Expression,20559.0,0.04416218793901197,14434,0.031005254181219848
29,ENSG00000169083,AR,Gene Expression,3400.0,0.00730344077983563,3020,0.006487173869148118
30,ENSG00000112379,ARFGEF3,Gene Expression,2031.0,0.004362731830542989,1972,0.004235995652304665
31,ENSG00000139352,ASCL1,Gene Expression,2321.0,0.004985672367646616,1809,0.0038858601090360745
32,ENSG00000176009,ASCL3,Gene Expression,6242.0,0.013408258043451176,5237,0.011249446871764468
33,ENSG00000106819,ASPN,Gene Expression,30789.0,0.06613695240304682,19178,0.04119570213990815
34,ENSG00000163399,ATP1A1,Gene Expression,373305.0,0.8018855765636882,159742,0.34313712854485384
35,ENSG00000095739,BAMBI,Gene Expression,44755.0,0.09613690944163047,25239,0.05421515936537396
36,ENSG00000153064,BANK1,Gene Expression,75822.0,0.16287102553196975,37491,0.0805333230225934
37,ENSG00000176788,BASP1,Gene Expression,380252.0,0.8168082245335464,156843,0.3369098712446352
38,ENSG00000129151,BBOX1,Gene Expression,3494.0,0.007505359436689909,2687,0.005771866286887746
39,ENSG00000171791,BCL2,Gene Expression,76456.0,0.16423290243032732,58750,0.1261991605339245
40,ENSG00000153094,BCL2L11,Gene Expression,189095.0,0.40618945125382894,97065,0.20850249391021924
41,ENSG00000102010,BMX,Gene Expression,11207.0,0.024073429652828795,7630,0.016389780338278193
42,ENSG00000165810,BTNL9,Gene Expression,17797.0,0.038229216340804326,11198,0.024054097015470406
43,ENSG00000166920,C15orf48,Gene Expression,9739.0,0.020920061692593882,7010,0.01505797643136699
44,ENSG00000143110,C1orf162,Gene Expression,477721.0,1.0261785390540756,186553,0.400729055235493
45,ENSG00000179902,C1orf194,Gene Expression,4714.0,0.01012600583416034,4029,0.008654577324105222
46,ENSG00000124237,C20orf85,Gene Expression,740.0,0.0015895724050230488,596,0.0012802502072888338
47,ENSG00000178776,C5orf46,Gene Expression,27528.0,0.05913209346685742,15895,0.03414358564573157
48,ENSG00000112539,C6orf118,Gene Expression,2651.0,0.005694535737454192,1978,0.004248884077210258
49,ENSG00000112936,C7,Gene Expression,57796.0,0.12414990097393531,36035,0.07740573191216968
50,ENSG00000167434,CA4,Gene Expression,2796.0,0.006006006006006006,2295,0.00492982252638905
51,ENSG00000203697,CAPN8,Gene Expression,5057.0,0.0108627941245967,4180,0.008978936017562627
52,ENSG00000105974,CAV1,Gene Expression,254577.0,0.5468494245318279,92565,0.198836175231025
53,ENSG00000177469,CAVIN1,Gene Expression,573643.0,1.2322257880197793,173655,0.37302323783010477
54,ENSG00000168497,CAVIN2,Gene Expression,36266.0,0.07790193627103498,23664,0.05083194782765598
55,ENSG00000284862,CCDC39,Gene Expression,5052.0,0.010852053770508706,4233,0.009092783770895358
56,ENSG00000162004,CCDC78,Gene Expression,2539.0,0.0054539518058831365,1961,0.004212366873311079
57,ENSG00000172724,CCL19,Gene Expression,29748.0,0.06390081068192656,18873,0.04054054054054054
58,ENSG00000213927,CCL27,Gene Expression,1524.0,0.003273659926020441,1224,0.002629238680740827
59,ENSG00000271503,CCL5,Gene Expression,301754.0,0.6481889614936825,133971,0.2877791955045174
60,ENSG00000157456,CCNB2,Gene Expression,38763.0,0.08326566910257897,23851,0.05123363707054694
61,ENSG00000121807,CCR2,Gene Expression,33921.0,0.072864710203766,21763,0.04674846520340083
62,ENSG00000126353,CCR7,Gene Expression,53658.0,0.11526118393071183,33756,0.07251027851886221
63,ENSG00000170458,CD14,Gene Expression,247874.0,0.5324509058414638,114446,0.24583811279090248
64,ENSG00000177575,CD163,Gene Expression,340655.0,0.7317510643690901,136954,0.29418689075341437
65,ENSG00000177455,CD19,Gene Expression,26393.0,0.05669403308888287,17611,0.03782967516873096
66,ENSG00000158477,CD1A,Gene Expression,3824.0,0.008214222806497485,3362,0.007221814088766878
67,ENSG00000158481,CD1C,Gene Expression,14517.0,0.03118354405908054,10509,0.02257407622214489
68,ENSG00000158488,CD1E,Gene Expression,7462.0,0.01602890444092161,6127,0.013161229899427324
69,ENSG00000116824,CD2,Gene Expression,186907.0,0.40148947230492293,101855,0.21879175312651708
70,ENSG00000198821,CD247,Gene Expression,63011.0,0.1353520902877126,43636,0.09373321819673751
71,ENSG00000139193,CD27,Gene Expression,70070.0,0.15051532218914193,48157,0.1034446463631013
72,ENSG00000120217,CD274,Gene Expression,24366.0,0.05233989354161028,17748,0.038123960870741984
73,ENSG00000178562,CD28,Gene Expression,56662.0,0.12171398866677836,35720,0.07672908960462609
74,ENSG00000186407,CD300E,Gene Expression,23194.0,0.04982235454338459,14210,0.030524086318077733
75,ENSG00000174059,CD34,Gene Expression,192221.0,0.4129043206296425,70480,0.1513960312243574
76,ENSG00000167286,CD3D,Gene Expression,111396.0,0.2392864967972264,69454,0.14919211056550113
77,ENSG00000198851,CD3E,Gene Expression,295318.0,0.6343639777116172,136123,0.2924018439039898
78,ENSG00000160654,CD3G,Gene Expression,87065.0,0.1870217857342321,57765,0.12408331077858975
79,ENSG00000010610,CD4,Gene Expression,261022.0,0.5606937409512517,127528,0.2739391752267289
80,ENST00000697631.1,CD45RA,Gene Expression,40.0,8.592283270394858e-05,40,8.592283270394858e-05
81,ENST00000348564.12,CD45RO,Gene Expression,22022.0,0.04730481554515889,17232,0.03701555632886105
82,ENSG00000073754,CD5L,Gene Expression,8046.0,0.01728337779839926,5502,0.011818685638428127
83,ENSG00000129226,CD68,Gene Expression,556116.0,1.1945765507997268,186913,0.40150236072982853
84,ENSG00000110848,CD69,Gene Expression,76517.0,0.16436393475020084,52097,0.11190804538444023
85,ENSG00000125726,CD70,Gene Expression,14513.0,0.031174951775810145,11375,0.02443430555018538
86,ENSG00000105369,CD79A,Gene Expression,80306.0,0.17250297507808238,39381,0.08459317686785497
87,ENSG00000112149,CD83,Gene Expression,49232.0,0.10575382249201992,29207,0.06273870436960566
88,ENSG00000114013,CD86,Gene Expression,76289.0,0.16387417460378834,49358,0.10602447941503736
89,ENSG00000153563,CD8A,Gene Expression,374174.0,0.8037522501041814,141293,0.30350737003097517
90,ENSG00000125810,CD93,Gene Expression,258865.0,0.5560603521976912,102391,0.21994311908474998
91,ENSG00000039068,CDH1,Gene Expression,21558.0,0.04630811068579309,12828,0.027555452448156312
92,ENSG00000166589,CDH16,Gene Expression,33898.0,0.07281530457496123,17421,0.037421541713387206
93,ENSG00000170558,CDH2,Gene Expression,156467.0,0.3361021966172181,61145,0.1313437901420734
94,ENSG00000170312,CDK1,Gene Expression,120485.0,0.25881031245838115,50440,0.10834869203967916
95,ENSG00000117724,CENPF,Gene Expression,66677.0,0.1432269179050295,34947,0.07506863086262228
96,ENSG00000172361,CFAP53,Gene Expression,10123.0,0.021744920886551788,7888,0.01694398260921866
97,ENSG00000243649,CFB,Gene Expression,177726.0,0.38176803412854915,68617,0.147394175291171
98,ENSG00000244414,CFHR1,Gene Expression,16813.0,0.036115514656287186,13408,0.028801333522363564
99,ENSG00000116785,CFHR3,Gene Expression,75161.0,0.16145115072153698,49781,0.10693311337088161
100,ENSG00000001626,CFTR,Gene Expression,4527.0,0.009724316591269381,3875,0.00832377441819502
101,ENSG00000100604,CHGA,Gene Expression,1566.0,0.003363878900359587,1414,0.0030373721360845824
102,ENSG00000016490,CLCA1,Gene Expression,5301.0,0.011386923404090785,4103,0.008813534564607525
103,ENSG00000137975,CLCA2,Gene Expression,6014.0,0.01291849789703867,5083,0.010918643965854267
104,ENSG00000132514,CLEC10A,Gene Expression,15324.0,0.0329170372088827,11572,0.024857475501252325
105,ENSG00000176435,CLEC14A,Gene Expression,101448.0,0.2179174883037544,41063,0.08820623198305602
106,ENSG00000166523,CLEC4E,Gene Expression,63924.0,0.13731327894418024,44086,0.09469985006465693
107,ENSG00000184293,CLECL1,Gene Expression,36780.0,0.07900604467128072,26827,0.05762629582372072
108,ENSG00000159212,CLIC6,Gene Expression,7667.0,0.016469258958529343,6615,0.014209488458415498
109,ENSG00000130176,CNN1,Gene Expression,21829.0,0.046890237877362344,13765,0.029568194804246307
110,ENSG00000100473,COCH,Gene Expression,7351.0,0.01579046858016815,6195,0.013307298715024037
111,ENSG00000065618,COL17A1,Gene Expression,3064.0,0.0065816889851224615,2581,0.005544170780222283
112,ENSG00000204262,COL5A2,Gene Expression,232333.0,0.4990677372651622,105563,0.2267567997181731
113,ENSG00000163751,CPA3,Gene Expression,5579.0,0.011984087091383228,4075,0.008753388581714762
114,ENSG00000145708,CRHBP,Gene Expression,520.0,0.0011169968251513317,515,0.001106256471063338
115,ENSG00000103196,CRISPLD2,Gene Expression,133333.0,0.28640872632288944,64854,0.13931098480454704
116,ENSG00000198223,CSF2RA,Gene Expression,43081.0,0.09254103889297022,33059,0.07101307315899591
117,ENSG00000108342,CSF3,Gene Expression,7771.0,0.016692658323559612,4954,0.010641542830384033
118,ENSG00000163599,CTLA4,Gene Expression,132320.0,0.2842327305846619,60579,0.13012798205931253
119,ENSG00000168036,CTNNB1,Gene Expression,276751.0,0.5944807468412618,140387,0.30156121787023077
120,ENSG00000100448,CTSG,Gene Expression,1576.0,0.003385359608535574,1183,0.0025411677772192794
121,ENSG00000143387,CTSK,Gene Expression,78426.0,0.1684646019409968,51227,0.11003922377312936
122,ENSG00000169245,CXCL10,Gene Expression,255532.0,0.5489008321626347,67722,0.14547165190942016
123,ENSG00000081041,CXCL2,Gene Expression,129837.0,0.2788990707445643,55957,0.12019959874037127
124,ENSG00000124875,CXCL6,Gene Expression,965584.0,2.0741428123402375,128386,0.27578221998822855
125,ENSG00000138755,CXCL9,Gene Expression,239927.0,0.5153801870540068,90054,0.19344236940803464
126,ENSG00000121966,CXCR4,Gene Expression,337104.0,0.724123264895797,159135,0.3418332495585715
127,ENSG00000140465,CYP1A1,Gene Expression,5699.0,0.012241855589495074,4939,0.010609321768120052
128,ENSG00000198077,CYP2A7,Gene Expression,6646.0,0.014276078653761057,5776,0.012407257042450175
129,ENSG00000197408,CYP2B6,Gene Expression,4379.0,0.00940640211026477,3851,0.00827222071857265
130,ENSG00000197446,CYP2F1,Gene Expression,7374.0,0.015839874208972923,5981,0.012847611560057912
131,ENSG00000160868,CYP3A4,Gene Expression,2839.0,0.006098373051162751,2614,0.00561505711720304
132,ENSG00000142973,CYP4B1,Gene Expression,5070.0,0.010890719045225483,4009,0.008611615907753247
133,ENSG00000115165,CYTIP,Gene Expression,162998.0,0.35013124712695526,93819,0.2015298560362938
134,ENSG00000099958,DERL3,Gene Expression,14634.0,0.03143486834473959,11928,0.025622188712317466
135,ENSG00000175084,DES,Gene Expression,10787.0,0.023171239909437334,6096,0.013094639704081763
136,ENSG00000162595,DIRAS3,Gene Expression,3250.0,0.006981230157195822,2892,0.0062122208044954825
137,ENSG00000187908,DMBT1,Gene Expression,2734.0,0.005872825615314886,2169,0.004659165603371612
138,ENSG00000154099,DNAAF1,Gene Expression,5848.0,0.012561918141317283,5061,0.010871386407867095
139,ENSG00000163687,DNASE1L3,Gene Expression,9719.0,0.020877100276241907,6997,0.015030051510738206
140,ENSG00000015413,DPEP1,Gene Expression,4200.0,0.009021897433914601,3277,0.007039228069270988
141,ENSG00000143196,DPT,Gene Expression,22952.0,0.0493025214055257,16922,0.036349654375405445
142,ENSG00000151914,DST,Gene Expression,305699.0,0.6566631008691095,115001,0.24703029209466978
143,ENSG00000158050,DUSP2,Gene Expression,32927.0,0.07072952781107288,23594,0.05068158287042407
144,ENSG00000249751,ECSCR,Gene Expression,68020.0,0.14611177701306458,41324,0.08876687846644928
145,ENSG00000078401,EDN1,Gene Expression,101834.0,0.2187466436393475,44512,0.09561492823295398
146,ENSG00000136160,EDNRB,Gene Expression,103028.0,0.22131144019556037,58531,0.12572873302487036
147,ENSG00000172889,EGFL7,Gene Expression,86441.0,0.1856813895440505,42551,0.0914025613596429
148,ENSG00000146648,EGFR,Gene Expression,61700.0,0.1325359694458407,30475,0.06546245816632083
149,ENSG00000135373,EHF,Gene Expression,11816.0,0.02538160478074641,8790,0.0188815424866927
150,ENSG00000135374,ELF5,Gene Expression,14085.0,0.030255577465877894,10882,0.02337530663710921
151,ENSG00000119888,EPCAM,Gene Expression,11255.0,0.024176537052073534,7449,0.016000979520292825
152,ENSG00000141736,ERBB2,Gene Expression,188786.0,0.40552569737119093,74745,0.16055755326141594
153,ENSG00000157554,ERG,Gene Expression,30675.0,0.06589207232984057,22701,0.04876335563030842
154,ENSG00000091831,ESR1,Gene Expression,16310.0,0.035035035035035036,13336,0.028646672423496458
155,ENSG00000026103,FAS,Gene Expression,119761.0,0.2572551091864397,72655,0.1560680852526346
156,ENSG00000077942,FBLN1,Gene Expression,67581.0,0.14516877392413874,40995,0.08806016316745931
157,ENSG00000166147,FBN1,Gene Expression,254251.0,0.5461491534452908,116746,0.2507786756713795
158,ENSG00000179639,FCER1A,Gene Expression,4573.0,0.009823127848878921,3712,0.007973638874926428
159,ENSG00000150337,FCGR1A,Gene Expression,227724.0,0.4891672788668497,113498,0.24380174165581892
160,ENSG00000203747,FCGR3A,Gene Expression,945545.0,2.0310976212263765,213647,0.4589288859675126
161,ENSG00000162747,FCGR3B,Gene Expression,532185.0,1.143171068063772,178284,0.3829666576447692
162,ENSG00000085265,FCN1,Gene Expression,14184.0,0.03046823647682017,9305,0.01998779895775604
163,ENSG00000160339,FCN2,Gene Expression,2438.0,0.005236996653305666,2138,0.004592575408026052
164,ENSG00000137440,FGFBP1,Gene Expression,3757.0,0.008070302061718371,3177,0.006824420987511117
165,ENSG00000137441,FGFBP2,Gene Expression,4409.0,0.009470844234792733,3851,0.00827222071857265
166,ENSG00000127951,FGL2,Gene Expression,381959.0,0.8204749814191874,147889,0.3176760451438563
167,ENSG00000115641,FHL2,Gene Expression,116824.0,0.25094622519515225,68569,0.14729106789192625
168,ENSG00000134285,FKBP11,Gene Expression,145740.0,0.31305984095683664,77873,0.1672767187788647
169,ENSG00000129514,FOXA1,Gene Expression,694.0,0.001490761147413508,613,0.001316767411188012
170,ENSG00000168269,FOXI1,Gene Expression,3757.0,0.008070302061718371,3258,0.006998414723736612
171,ENSG00000129654,FOXJ1,Gene Expression,3290.0,0.007067152989899771,2715,0.00583201226978051
172,ENSG00000049768,FOXP3,Gene Expression,35148.0,0.07550039309695962,19228,0.041303105680788085
173,ENSG00000070404,FSTL3,Gene Expression,79115.0,0.16994462273432231,42635,0.0915829993083212
174,ENSG00000137731,FXYD2,Gene Expression,17235.0,0.03702200054131385,9840,0.02113701684517135
175,ENSG00000179348,GATA2,Gene Expression,7943.0,0.01706212650418659,6427,0.01380565114470694
176,ENSG00000107485,GATA3,Gene Expression,37021.0,0.07952372973832202,26378,0.056661812026618893
177,ENSG00000171766,GATM,Gene Expression,13487.0,0.028971031116953865,11084,0.023809216942264153
178,ENSG00000115263,GCG,Gene Expression,2381.0,0.00511455661670254,2075,0.004457246946517333
179,ENSG00000130513,GDF15,Gene Expression,6654.0,0.014293263220301847,4575,0.009827423990514119
180,ENSG00000164949,GEM,Gene Expression,79684.0,0.17116687502953598,45525,0.09779092397118148
181,ENSG00000157017,GHRL,Gene Expression,8470.0,0.01819415982506111,6249,0.013423294539174367
182,ENSG00000183607,GKN2,Gene Expression,2526.0,0.005426026885254353,2153,0.004624796470290032
183,ENSG00000139278,GLIPR1,Gene Expression,116003.0,0.2491826590539037,81809,0.17573152551693325
184,ENSG00000166840,GLYATL1,Gene Expression,3505.0,0.007528988215683495,2721,0.005844900694686102
185,ENSG00000127920,GNG11,Gene Expression,254595.0,0.5468880898065448,107553,0.23103146064519456
186,ENSG00000115523,GNLY,Gene Expression,25059.0,0.053828506618206186,12313,0.026449195977092974
187,ENSG00000063660,GPC1,Gene Expression,19983.0,0.04292489914807512,14829,0.03185374215417134
188,ENSG00000147257,GPC3,Gene Expression,11765.0,0.025272053169048878,8339,0.01791276254795568
189,ENSG00000169508,GPR183,Gene Expression,111508.0,0.23952708072879747,68716,0.14760683430211327
190,ENSG00000013588,GPRC5A,Gene Expression,17246.0,0.03704562932030743,11918,0.025600708004141482
191,ENSG00000176153,GPX2,Gene Expression,901.0,0.001935411806656442,840,0.0018043794867829202
192,ENSG00000170180,GYPA,Gene Expression,8253.0,0.01772802845764219,6407,0.013762689728354965
193,ENSG00000250361,GYPB,Gene Expression,2603.0,0.005591428338209454,2063,0.004431470096706148
194,ENSG00000145649,GZMA,Gene Expression,98007.0,0.2105259766203972,61787,0.13272285160697178
195,ENSG00000100453,GZMB,Gene Expression,55160.0,0.1184875862987451,26949,0.05788836046346776
196,ENSG00000113088,GZMK,Gene Expression,149547.0,0.321237546559435,82706,0.1776583450403193
197,ENSG00000105697,HAMP,Gene Expression,31117.0,0.0668415196312192,18228,0.03915503486318937
198,ENSG00000135077,HAVCR2,Gene Expression,354608.0,0.761723096487045,145074,0.31162922579231594
199,ENSG00000136929,HEMGN,Gene Expression,4123.0,0.0088564959809595,3647,0.007834014271782512
200,ENSG00000188175,HEPACAM2,Gene Expression,5398.0,0.011595286273397861,4407,0.009466548093157535
201,ENSG00000188290,HES4,Gene Expression,3506.0,0.007531136286501094,3009,0.0064635450901545325
202,ENSG00000131097,HIGD1B,Gene Expression,12913.0,0.0277380384676522,9637,0.020700958469198814
203,ENSG00000232629,HLA-DQB2,Gene Expression,39160.0,0.08411845321716567,26729,0.05741578488359604
204,ENSG00000204287,HLA-DRA,Gene Expression,3630380.0,7.798313334794021,382221,0.8210377759733983
205,ENSG00000196126,HLA-DRB1,Gene Expression,984668.0,2.1151365958232913,279364,0.6000936558876473
206,ENSG00000198502,HLA-DRB5,Gene Expression,187261.0,0.4022498893743529,118663,0.25489652742871627
207,ENSG00000134240,HMGCS2,Gene Expression,1732.0,0.0037204586560809737,1568,0.0033681750419947845
208,ENSG00000163106,HPGDS,Gene Expression,4089.0,0.008783461573161145,3620,0.0077760163597073466
209,ENSG00000110169,HPX,Gene Expression,4036.0,0.008669613819828411,3204,0.006882418899586282
210,ENSG00000017427,IGF1,Gene Expression,58051.0,0.12469765903242298,38523,0.08275013210635528
211,ENSG00000140749,IGSF6,Gene Expression,72485.0,0.15570291321364282,49898,0.10718443765654066
212,ENSG00000115590,IL1R2,Gene Expression,21664.0,0.046535806192458555,15837,0.03401899753831084
213,ENSG00000115602,IL1RL1,Gene Expression,5059.0,0.010867090266231897,3694,0.007934973600209652
214,ENSG00000134460,IL2RA,Gene Expression,129676.0,0.2785532313429309,64897,0.1394033518497038
215,ENSG00000185291,IL3RA,Gene Expression,36892.0,0.07924662860285178,24238,0.052064940476957644
216,ENSG00000168685,IL7R,Gene Expression,155142.0,0.3332560027838998,67966,0.14599578118891424
217,ENSG00000241644,INMT,Gene Expression,38887.0,0.08353202988396122,26354,0.056610258326996524
218,ENSG00000254647,INS,Gene Expression,1399.0,0.0030051510738206017,1271,0.0027301980091679664
219,ENSG00000140968,IRF8,Gene Expression,80521.0,0.1729648103038661,54400,0.11685505247737007
220,ENSG00000140678,ITGAX,Gene Expression,132132.0,0.28382889327095334,57372,0.12323911894727345
221,ENSG00000171303,KCNK3,Gene Expression,7362.0,0.015814097359161738,6087,0.013075307066723376
222,ENSG00000156113,KCNMA1,Gene Expression,214173.0,0.4600587712175695,91623,0.19681269252084702
223,ENSG00000157404,KIT,Gene Expression,7160.0,0.015380187054006797,5344,0.011479290449247531
224,ENSG00000167757,KLK11,Gene Expression,1158.0,0.0024874660067793113,1053,0.0022619185709314466
225,ENSG00000111796,KLRB1,Gene Expression,58279.0,0.1251874191788355,32951,0.07078108151069525
226,ENSG00000134545,KLRC1,Gene Expression,19141.0,0.041116223519657,15084,0.03240150021265901
227,ENSG00000134539,KLRD1,Gene Expression,19541.0,0.04197545184669648,13722,0.02947582775908956
228,ENSG00000113889,KNG1,Gene Expression,1771.0,0.0038042334179673237,1471,0.0031598121726877093
229,ENSG00000171401,KRT13,Gene Expression,18114.0,0.038910154789983116,12558,0.02697547332740466
230,ENSG00000111057,KRT18,Gene Expression,440958.0,0.947209011586694,141325,0.3035761082971383
231,ENSG00000171431,KRT20,Gene Expression,2236.0,0.004803086348150726,1807,0.0038815639674008775
232,ENSG00000170477,KRT4,Gene Expression,5148.0,0.011058268568998183,4061,0.00872331559026838
233,ENSG00000186081,KRT5,Gene Expression,7494.0,0.016097642707084768,5216,0.011204337384594896
234,ENSG00000205420,KRT6A,Gene Expression,27677.0,0.059452156018679626,18899,0.04059639038179811
235,ENSG00000135480,KRT7,Gene Expression,33142.0,0.0711913630368566,24625,0.052896243883368346
236,ENSG00000170421,KRT8,Gene Expression,463276.0,0.9951496560938621,139618,0.2999093514114973
237,ENSG00000089692,LAG3,Gene Expression,54594.0,0.11727177821598422,36262,0.07789334398776458
238,ENSG00000078081,LAMP3,Gene Expression,25573.0,0.05493261501845193,17914,0.038480540626463375
239,ENSG00000153902,LGI4,Gene Expression,65538.0,0.14078026524378456,31851,0.06841820361133666
240,ENSG00000139292,LGR5,Gene Expression,2045.0,0.004392804821989372,1751,0.0037612720016153493
241,ENSG00000128342,LIF,Gene Expression,100020.0,0.21485004317622344,40498,0.08699257197111275
242,ENSG00000239961,LILRA4,Gene Expression,12491.0,0.026831552582625543,8775,0.01884932142442872
243,ENSG00000187116,LILRA5,Gene Expression,9649.0,0.02072673531901,7181,0.01542529654117637
244,ENSG00000131042,LILRB2,Gene Expression,75236.0,0.1616122560328569,48344,0.10384633560599225
245,ENSG00000186818,LILRB4,Gene Expression,27558.0,0.05919653559138538,21037,0.04518896578982416
246,ENSG00000175445,LPL,Gene Expression,2185.0,0.004693534736453191,1984,0.004261772502115849
247,ENSG00000119681,LTBP2,Gene Expression,70398.0,0.15121988941731432,43146,0.09268066349611415
248,ENSG00000167656,LY6D,Gene Expression,506.0,0.0010869238337049495,420,0.0009021897433914601
249,ENSG00000112799,LY86,Gene Expression,54037.0,0.11607530277058174,37302,0.08012733763806726
250,ENSG00000133800,LYVE1,Gene Expression,79802.0,0.1714203473860126,37449,0.08044310404825426
